3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,18,1,0
0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,1,0,0
10,0,4,0,0,0.7788007830714049,0,0,0,1,0
10,0,4,0,0,0.7788007830714049,0,0,0,4,0
9,0,4,0,0,0.7788007830714049,0,0,0,4,0
0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0
17,0,1,0,0,0,0,0.17377394345044514,2,1,0
0,0,0,0,0,0,0,0,1,0,0
15,0,3,0,0,0,0.4723665527410147,0.0301973834223185,2,1,0
21,0,1,0,0,0,0.049787068367863944,0,2,1,0
8,0,1,0,0,0,1.0,0.17377394345044514,2,0,0
0,0,0,0,0,0,0,0,1,0,0
12,2,5,0.36787944117144233,0.06392786120670757,0.7788007830714049,0,0.0820849986238988,0,4,1
20,2,6,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.10539922456186433,0.049787068367863944,0,1,1
15,2,5,0.36787944117144233,0.0301973834223185,0.7788007830714049,0,0.03877420783172201,0,4,1
0,0,0,0,0,0,0,0,1,0,0
10,0,1,0,0,0,0,0.10539922456186433,2,1,0
0,0,0,0,0,0,0,0,1,0,0
21,2,5,0.36787944117144233,0.006737946999085467,0.7788007830714049,0.1353352832366127,0.008651695203120634,0,1,1
14,2,5,0.36787944117144233,0.03877420783172201,0.7788007830714049,0.17377394345044514,0.049787068367863944,0,4,1
14,2,6,0.36787944117144233,0.03877420783172201,0.7788007830714049,0,0.049787068367863944,0,1,1
11,2,5,0.36787944117144233,0.0820849986238988,0.7788007830714049,0,0.10539922456186433,0,4,1
12,2,6,0.36787944117144233,0.06392786120670757,0.7788007830714049,0,0.0820849986238988,0,1,1
8,2,6,0.36787944117144233,0.17377394345044514,0.7788007830714049,0,0,0,4,1
14,2,7,0.36787944117144233,0.03877420783172201,0.7788007830714049,0.22313016014842982,0.049787068367863944,0,1,1
0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0.7788007830714049,2,0,0
0,0,0,0,0,0,0,0,1,0,0
11,2,6,0.36787944117144233,0.0820849986238988,0.7788007830714049,0,0.10539922456186433,0,4,1
10,2,6,0.36787944117144233,0.10539922456186433,0.7788007830714049,0,0.1353352832366127,0,1,1
24,1,6,0.36787944117144233,0,0.7788007830714049,0.0820849986238988,0,0,4,0
3,1,1,0,0.6065306597126334,0,0,0,6,1,1
12,2,5,0.36787944117144233,0.06392786120670757,0.7788007830714049,0.17377394345044514,0,0,1,1
25,1,5,0.36787944117144233,0,0.7788007830714049,0,0.014264233908999256,0,4,0
3,1,0,0,0.6065306597126334,0,0,0.7788007830714049,6,1,1
17,2,5,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.1353352832366127,0.023517745856009107,0,1,1
20,2,6,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.03877420783172201,0.0820849986238988,0,4,1
16,2,6,0.36787944117144233,0.023517745856009107,0.7788007830714049,0,0.0820849986238988,0,1,1
23,1,7,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0.006737946999085467,0,4,0
7,1,1,0,0.22313016014842982,0,0,0.2865047968601901,6,1,1
26,1,6,0.36787944117144233,0,0.7788007830714049,0.006737946999085467,0.0820849986238988,0,1,0
17,1,1,0,0.01831563888873418,0,0.7788007830714049,0.023517745856009107,6,0,1
26,1,5,0.36787944117144233,0,0.7788007830714049,0,0.03877420783172201,0,4,0
1,1,1,0,1.0,0,0,0,6,0,1
25,1,5,0.36787944117144233,0,0.7788007830714049,0.011108996538242306,0.10539922456186433,0,1,0
12,1,1,0,0.06392786120670757,0,0,0.0820849986238988,6,0,1
26,1,6,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0.06392786120670757,0,4,0
9,1,0,0,0.1353352832366127,0,0,0.17377394345044514,6,1,1
17,2,7,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.22313016014842982,0.023517745856009107,0,1,1
0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0.7788007830714049,2,0,0
0,0,0,0,0,0,0,0,1,0,0
20,2,6,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.17377394345044514,0.011108996538242306,0,1,1
8,2,6,0.36787944117144233,0.17377394345044514,0.7788007830714049,0,0.22313016014842982,0,4,1
12,2,5,0.36787944117144233,0.06392786120670757,0.7788007830714049,0.22313016014842982,0.0820849986238988,0,1,1
13,2,5,0.36787944117144233,0.049787068367863944,0.7788007830714049,0.17377394345044514,0.06392786120670757,0,4,1
14,2,5,0.36787944117144233,0.03877420783172201,0.7788007830714049,0,0,0,1,1
19,2,5,0.36787944117144233,0.011108996538242306,0.7788007830714049,0.0820849986238988,0.1353352832366127,0,4,1
16,2,5,0.36787944117144233,0.023517745856009107,0.7788007830714049,0,0.0301973834223185,0,1,1
23,1,7,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
9,1,1,0,0.1353352832366127,0,0,0,6,1,1
23,2,7,0.36787944117144233,0.004086771438464067,0.7788007830714049,0.22313016014842982,0.10539922456186433,0,1,1
13,2,5,0.36787944117144233,0.049787068367863944,0.7788007830714049,0,0.06392786120670757,0,4,1
23,2,5,0.36787944117144233,0.004086771438464067,0.7788007830714049,0,0.023517745856009107,0,1,1
10,2,6,0.36787944117144233,0.10539922456186433,0.7788007830714049,0,0.1353352832366127,0,4,1
14,2,5,0.36787944117144233,0.03877420783172201,0.7788007830714049,0.1353352832366127,0.049787068367863944,0,1,1
12,2,7,0.36787944117144233,0.06392786120670757,0.7788007830714049,0.22313016014842982,0.0820849986238988,0,4,1
24,2,5,0.36787944117144233,0.003182780796509667,0.7788007830714049,0.049787068367863944,0.004086771438464067,0,1,1
11,2,7,0.36787944117144233,0.0820849986238988,0.7788007830714049,0.22313016014842982,0,0,4,1
13,2,13,0.36787944117144233,0.049787068367863944,0.7788007830714049,0.22313016014842982,0,0,1,1
18,2,7,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.22313016014842982,0.01831563888873418,0,4,1
24,2,5,0.36787944117144233,0.003182780796509667,0.7788007830714049,0,0.023517745856009107,0,1,1
11,2,7,0.36787944117144233,0.0820849986238988,0.7788007830714049,0.22313016014842982,0.10539922456186433,0,4,1
13,2,13,0.36787944117144233,0.049787068367863944,0.7788007830714049,0.22313016014842982,0,0,1,1
18,2,6,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.1353352832366127,0.01831563888873418,0,4,1
9,2,5,0.36787944117144233,0.1353352832366127,0.7788007830714049,0,0,0,1,1
24,1,6,0.36787944117144233,0,0.7788007830714049,0.10539922456186433,0,0,4,0
7,1,0,0,0.22313016014842982,0,0.2865047968601901,0,6,0,1
21,2,6,0.36787944117144233,0.006737946999085467,0.7788007830714049,0.1353352832366127,0.03877420783172201,0,1,1
15,2,6,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.22313016014842982,0.03877420783172201,0,4,1
22,1,6,0.36787944117144233,0,0.7788007830714049,0.10539922456186433,0.011108996538242306,0,1,0
14,1,0,0,0.03877420783172201,0,0,0.17377394345044514,6,1,1
24,1,6,0.36787944117144233,0,0.7788007830714049,0.023517745856009107,0.049787068367863944,0,4,0
21,0,0,0,0,0,0.6065306597126334,0.006737946999085467,6,0,0
1,1,1,0,1.0,0,0,0,6,0,1
0,0,0,0,0,0,0,0,1,0,0
6,0,6,0,0,0,0,0.2865047968601901,2,1,0
0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,0
24,1,5,0.36787944117144233,0,0.7788007830714049,0.03877420783172201,0.10539922456186433,0,4,0
7,1,1,0,0.22313016014842982,0,0.2865047968601901,0,6,0,1
19,2,10,0.36787944117144233,0.011108996538242306,0.7788007830714049,0.22313016014842982,0.10539922456186433,0,1,1
15,2,7,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.22313016014842982,0,0,4,1
17,2,6,0.36787944117144233,0.01831563888873418,0.7788007830714049,0,0.1353352832366127,0,4,1
13,2,6,0.36787944117144233,0.049787068367863944,0.7788007830714049,0,0,0,1,1
24,1,5,0.36787944117144233,0,0.7788007830714049,0.014264233908999256,0,0,4,0
9,1,0,0,0.1353352832366127,0,0,0,6,1,1
17,2,5,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.1353352832366127,0,0,4,1
13,2,6,0.36787944117144233,0.049787068367863944,0.7788007830714049,0,0,0,4,1
21,2,9,0.36787944117144233,0.006737946999085467,0.7788007830714049,0.22313016014842982,0.008651695203120634,0,1,1
21,1,8,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
3,1,2,0,0.6065306597126334,0,0,0.7788007830714049,6,0,1
15,2,5,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.10539922456186433,0.03877420783172201,0,1,1
24,1,5,0.36787944117144233,0,0.7788007830714049,0,0.10539922456186433,0,4,0
18,0,1,0,0,0,0,0.0301973834223185,6,0,0
21,0,0,0,0,0,0.0301973834223185,0.36787944117144233,6,0,0
6,1,1,0,0.2865047968601901,0,0,0.36787944117144233,6,1,1
15,2,7,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.22313016014842982,0.03877420783172201,0,4,1
22,2,10,0.36787944117144233,0.005247518399181385,0.7788007830714049,0.22313016014842982,0.10539922456186433,0,1,1
22,1,5,0.36787944117144233,0,0.7788007830714049,0,0.22313016014842982,0,4,0
17,0,1,0,0,0,0.22313016014842982,0,6,0,0
15,1,1,0,0.0301973834223185,0,1.0,0,6,0,1
21,2,5,0.36787944117144233,0.006737946999085467,0.7788007830714049,0.049787068367863944,0.008651695203120634,0,1,1
8,2,5,0.36787944117144233,0.17377394345044514,0.7788007830714049,0,0.22313016014842982,0,4,1
26,1,6,0.36787944117144233,0,0.7788007830714049,0.17377394345044514,0.005247518399181385,0,4,0
19,0,1,0,0,0,0.0820849986238988,0,6,1,0
9,1,1,0,0.1353352832366127,0,0,0.17377394345044514,6,0,1
18,2,9,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.22313016014842982,0.1353352832366127,0,1,1
29,1,6,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
19,0,2,0,0,0,0.049787068367863944,0.7788007830714049,6,0,0
15,1,1,0,0.0301973834223185,0,0,0,6,1,1
13,2,6,0.36787944117144233,0.049787068367863944,0.7788007830714049,0,0.06392786120670757,0,4,1
26,1,5,0.36787944117144233,0,0.7788007830714049,0,0.0301973834223185,0,4,0
20,0,1,0,0,0,0.014264233908999256,0.36787944117144233,6,0,0
21,0,1,0,0,0,0,0.0301973834223185,6,1,0
21,0,1,0,0,0.01831563888873418,0.22313016014842982,0.03877420783172201,6,1,0
20,0,3,0,0,0,0.36787944117144233,0.6065306597126334,6,0,0
20,0,1,0,0,0,0.1353352832366127,0.7788007830714049,6,0,0
20,0,1,0,0,0,0,0.0301973834223185,6,0,0
22,0,1,0,0,0.01831563888873418,0.06392786120670757,0.10539922456186433,6,1,0
6,1,0,0,0.2865047968601901,0,0,0,6,1,1
15,2,5,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.17377394345044514,0,0,4,1
14,2,5,0.36787944117144233,0.03877420783172201,0.7788007830714049,0,0.049787068367863944,0,1,1
11,2,5,0.36787944117144233,0.0820849986238988,0.7788007830714049,0.22313016014842982,0.10539922456186433,0,4,1
26,1,5,0.36787944117144233,0,0.7788007830714049,0,0.004086771438464067,0,4,0
18,0,1,0,0,0,0.6065306597126334,0.10539922456186433,6,1,0
21,0,0,0,0,0,0,0.36787944117144233,6,1,0
4,1,1,0,0.4723665527410147,0,0,0.6065306597126334,6,0,1
19,2,5,0.36787944117144233,0.011108996538242306,0.7788007830714049,0.22313016014842982,0.014264233908999256,0,1,1
20,2,5,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.17377394345044514,0.049787068367863944,0,4,1
18,2,6,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.22313016014842982,0.01831563888873418,0,4,1
27,1,7,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0.0015034391929775724,0,4,0
