2008,1092,3,0,0,0,0,0,0,0,0,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,2,0,0,0,0,0,0,0,18,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,2,0,0,0,0,0,0,0,1,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,2,0,0,0,0,0,0,0,0,4,0
2008,1092,2,0,1,0,0,0,0,0,0,4,0
2008,1092,2,0,0,0,0,0,0,0,0,4,0
2008,1092,2,0,1,0,0,0,0,0,0,4,0
2008,1092,2,0,1,0,0,0,0,0,0,4,0
2008,1092,2,0,1,0,0,0,0,0,0,4,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,2,0,1,0,0,0,0,0,0,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,5,0,1,0,0,0,0,0.36787944117144233,2,1,0
2008,1092,6,0,2,0,0,0,0,0.2865047968601901,2,4,0
2008,1092,6,0,1,0,0,0,0,0.2865047968601901,2,1,0
2008,1092,5,0,0,0,0,0,0,0.36787944117144233,2,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,4,0,4,0,0,0,0,0.4723665527410147,2,1,0
2008,1092,12,0,2,0,0,0,0.7788007830714049,0.06392786120670757,2,4,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,7,0,3,0,0,0,0,0.22313016014842982,2,0,0
2008,1092,8,0,2,0,0,0,0.7788007830714049,0.17377394345044514,2,4,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,8,2,5,0.36787944117144233,0.17377394345044514,0.7788007830714049,0,0.22313016014842982,0,4,1
2008,1092,9,2,6,0.2865047968601901,0.1353352832366127,0.6065306597126334,0,0.17377394345044514,0,1,1
2008,1092,18,2,7,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.22313016014842982,0.01831563888873418,0,4,1
2008,1092,22,1,6,0.2865047968601901,0,0.6065306597126334,0.17377394345044514,0,0,1,0
2008,1092,20,2,7,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.22313016014842982,0.06392786120670757,0,4,1
2008,1092,9,2,6,0.2865047968601901,0.1353352832366127,0.6065306597126334,0,0.17377394345044514,0,1,1
2008,1092,22,3,5,0.36787944117144233,0.049787068367863944,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,9,1,0,0,0.1353352832366127,0,0,0.17377394345044514,6,0,1
2008,1092,13,2,6,0.2865047968601901,0.049787068367863944,0.6065306597126334,0.17377394345044514,0.06392786120670757,0,1,1
2008,1092,14,2,5,0.36787944117144233,0.03877420783172201,0.7788007830714049,0.22313016014842982,0.049787068367863944,0,4,1
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,4,0,2,0,0,0,0,0.4723665527410147,2,1,0
2008,1092,10,0,0,0,0,0,0,0.10539922456186433,2,1,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,12,2,6,0.36787944117144233,0.06392786120670757,0.7788007830714049,0,0.0820849986238988,0,4,1
2008,1092,13,1,11,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0.0820849986238988,0,4,0
2008,1092,16,2,8,0.36787944117144233,0.023517745856009107,0.7788007830714049,0.17377394345044514,0,0,4,1
2008,1092,25,2,11,0.36787944117144233,0.0024787521766663585,0.7788007830714049,0.22313016014842982,0.0820849986238988,0,4,1
2008,1092,13,2,8,0.36787944117144233,0.049787068367863944,0.7788007830714049,0.22313016014842982,0,0,4,1
2008,1092,15,2,7,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.22313016014842982,0.03877420783172201,0,4,1
2008,1092,21,2,6,0.36787944117144233,0.006737946999085467,0.7788007830714049,0.049787068367863944,0.0820849986238988,0,4,1
2008,1092,18,2,6,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.1353352832366127,0.01831563888873418,0,4,1
2008,1092,17,2,6,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.10539922456186433,0.22313016014842982,0,4,1
2008,1092,18,1,5,0.36787944117144233,0,0.7788007830714049,0.17377394345044514,0,0,4,0
2008,1092,22,1,6,0.36787944117144233,0,0.7788007830714049,0.17377394345044514,0.011108996538242306,0,4,0
2008,1092,22,1,0,0,0.005247518399181385,0.17377394345044514,0,0,6,0,1
2008,1092,8,1,5,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,17,2,5,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.10539922456186433,0.023517745856009107,0,4,1
2008,1092,12,2,5,0.36787944117144233,0.06392786120670757,0.7788007830714049,0,0,0,4,1
2008,1092,18,2,7,0.36787944117144233,0.014264233908999256,0.7788007830714049,0.22313016014842982,0.01831563888873418,0,4,1
2008,1092,20,2,5,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.0820849986238988,0.17377394345044514,0,4,1
2008,1092,20,2,5,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.10539922456186433,0.17377394345044514,0,4,1
2008,1092,18,1,5,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,19,1,5,0,0.011108996538242306,0.7788007830714049,0,0,0,4,1
2008,1092,18,2,5,0.36787944117144233,0.014264233908999256,0.7788007830714049,0,0.01831563888873418,0,4,1
2008,1092,12,2,7,0.36787944117144233,0.06392786120670757,0.7788007830714049,0.22313016014842982,0.0820849986238988,0,4,1
2008,1092,18,1,7,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,24,1,8,0.36787944117144233,0,0.7788007830714049,0.17377394345044514,0.01831563888873418,0,4,0
2008,1092,12,1,0,0,0.06392786120670757,0,0,0.0820849986238988,6,1,1
2008,1092,22,2,5,0.36787944117144233,0.005247518399181385,0.7788007830714049,0.03877420783172201,0,0,4,1
2008,1092,17,2,7,0.36787944117144233,0.01831563888873418,0.7788007830714049,0.22313016014842982,0,0,4,1
2008,1092,24,1,6,0.36787944117144233,0,0.7788007830714049,0.006737946999085467,0,0,4,0
2008,1092,2,1,2,0,0.7788007830714049,0,0,1.0,6,0,1
2008,1092,23,2,7,0.36787944117144233,0.004086771438464067,0.7788007830714049,0.10539922456186433,0.22313016014842982,0,4,1
2008,1092,11,1,8,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,11,2,6,0.36787944117144233,0.0820849986238988,0.7788007830714049,0,0.10539922456186433,0,4,1
2008,1092,16,1,5,0.36787944117144233,0,0.7788007830714049,0.22313016014842982,0,0,4,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,4,0,4,0,0,0,0,0.4723665527410147,2,1,0
2008,1092,8,0,3,0,0,0,0.7788007830714049,0.17377394345044514,2,4,0
2008,1092,0,0,0,0,0,0,0,0,0,0,0
2008,1092,20,2,9,0.36787944117144233,0.008651695203120634,0.7788007830714049,0.1353352832366127,0.011108996538242306,0,4,1
2008,1092,15,2,7,0.36787944117144233,0.0301973834223185,0.7788007830714049,0.1353352832366127,0.22313016014842982,0,4,1
